segment_id,entry_epoch_sec,exit_epoch_sec,side,horizon,entry_usd,exit_usd,oz,pnl_inr,hold_sec,exit_reason,peak_move_usd,entry_utc,exit_utc,exit_day_utc
0,1789575305.3609998,1789575494.967,1.0,trend,4357.53,4353.43,0.01306136437967401,-5.124999999999318,189.60600018501282,emergency_stop,2.619999999999891,2026-09-16 16:15:05.360999823+00:00,2026-09-16 16:18:14.967000008+00:00,2026-09-16
0,1789576566.4529998,1789576746.4950001,-1.0,impulse,4347.31,4346.41,0.012927485394782367,1.1134687500006766,180.0420002937317,max_hold,1.910000000000764,2026-09-16 16:36:06.452999830+00:00,2026-09-16 16:39:06.495000124+00:00,2026-09-16
0,1789577539.496,1789577719.8019998,-1.0,impulse,4338.96,4337.54,0.013056661757450863,1.7743609278324792,180.30599975585938,max_hold,1.4200000000000728,2026-09-16 16:52:19.496000051+00:00,2026-09-16 16:55:19.801999807+00:00,2026-09-16
0,1789577069.4780002,1789577793.162,-1.0,trend,4342.27,4336.12,0.012956572236920648,7.625822707031948,723.6839997768402,profit_confirmed,6.890000000000327,2026-09-16 16:44:29.478000164+00:00,2026-09-16 16:56:33.161999941+00:00,2026-09-16
0,1789578167.976,1789578281.921,-1.0,impulse,4332.92,4329.99,0.013202130684302272,3.70197187871951,113.9449999332428,profit_confirmed,3.980000000000473,2026-09-16 17:02:47.976000071+00:00,2026-09-16 17:04:41.921000004+00:00,2026-09-16
0,1789578278.7710001,1789578373.881,-1.0,impulse,4328.71,4325.85,0.013424497059384078,3.6743923216764593,95.10999989509583,profit_confirmed,3.949999999999818,2026-09-16 17:04:38.771000147+00:00,2026-09-16 17:06:13.881000042+00:00,2026-09-16
0,1789578198.987,1789578377.9910002,-1.0,trend,4331.69,4326.17,0.013237116330615688,6.992845465928271,179.00400018692017,profit_confirmed,6.9299999999993815,2026-09-16 17:03:18.986999989+00:00,2026-09-16 17:06:17.991000175+00:00,2026-09-16
0,1789578344.456,1789578393.4529998,-1.0,impulse,4327.58,4325.26,0.013461440680363871,2.988828489755728,48.996999740600586,profit_confirmed,3.2100000000000364,2026-09-16 17:05:44.456000090+00:00,2026-09-16 17:06:33.452999830+00:00,2026-09-16
0,1789578381.988,1789578522.471,-1.0,trend,4324.59,4328.59,0.013670377591596379,-5.233135373234863,140.48300004005432,emergency_stop,0.22000000000025466,2026-09-16 17:06:21.987999916+00:00,2026-09-16 17:08:42.470999956+00:00,2026-09-16
0,1789578536.985,1789578642.458,1.0,impulse,4329.4,4334.51,0.013518866230932,6.611235667268261,105.47300004959106,profit_target,5.110000000000582,2026-09-16 17:08:56.984999895+00:00,2026-09-16 17:10:42.457999945+00:00,2026-09-16
